49.813286,51.835709,47.800831,44871300,49.982655
50.316402,54.336334,50.062355,22942800,53.95277
55.168217,56.528118,54.321388,18342800,54.495735
55.4123,55.591629,51.591621,15319700,52.239193
52.284027,53.798351,51.746044,9232100,52.802086
52.279045,53.773445,52.134586,7128600,53.753517
53.848164,54.107193,52.647663,6241200,52.876804
52.443428,52.548038,50.814533,5221400,50.814533
50.958992,51.661362,50.889256,4941200,50.993862
51.158245,51.292744,49.648903,9181600,49.93782
49.409801,50.993862,49.285267,15190400,50.565468
50.286514,50.680038,49.474556,5176800,49.818268
50.316402,50.809555,49.619015,5875200,50.600338
50.181908,51.322632,50.062355,5009200,50.958992
51.073563,51.163227,50.31142,4080900,50.963974
50.610302,53.081039,50.460861,8740200,52.468334
53.11591,54.002586,53.031227,7881300,53.549286
53.524376,55.790882,53.19561,10880300,55.536835
55.07357,56.901718,54.894241,10763900,55.790882
55.960247,57.683788,55.616535,9310200,56.772205
56.996365,58.525631,56.562988,9517400,58.525631
58.256641,60.572956,58.166977,10679200,59.457142
59.681301,59.985161,58.535595,7263000,58.699978
58.480801,59.611561,58.186901,7617100,58.968971
59.198112,61.086033,58.291508,8576100,60.184414
60.24419,61.818291,59.656395,9166700,59.691261
59.556767,60.214302,58.680054,7099600,58.909195
60.423519,63.462128,59.880554,17009400,63.193138
63.113434,67.257904,62.879314,30661400,65.295258
64.707458,65.902977,64.25914,13823300,64.558022
65.155777,66.869354,64.209328,15196700,66.042458
67.372475,68.179443,66.764748,13084600,67.277824
67.078575,69.006348,65.873093,15044200,68.926643
68.518181,68.966499,67.746071,13444900,68.284058
68.204353,69.678825,68.020042,14182100,69.165749
69.10099,69.579201,68.254166,11122000,68.607841
68.244202,69.170731,66.675087,10521800,67.377449
66.968987,68.548065,66.450928,11720800,68.443459
71.392403,71.506973,69.77845,19860000,70.18692
70.241714,70.924156,69.021294,10491700,70.734871
72.194397,72.478333,70.709961,13257400,71.785927
71.332626,74.321426,70.341347,14103000,74.301498
74.968994,75.915451,73.399879,18195900,73.693779
73.738609,74.21682,69.539352,22830600,69.982689
71.930389,74.784691,70.545578,29288200,74.411087
84.951584,89.748604,81.733643,74060200,85.893051
87.870636,96.851974,85.952827,65773900,93.350098
92.822083,95.96032,89.663918,44781400,90.560555
91.018837,94.406143,90.545616,26813100,92.637772
92.991447,96.832047,92.453461,29804800,96.289085
99.073647,99.601669,94.944122,42483600,94.96405
96.41362,98.465927,95.277878,24541300,97.648987
99.018852,99.252975,96.309013,22777500,97.071152
98.719971,100.423584,95.018845,27881400,95.477127
93.868156,94.844498,91.332664,28927200,92.005142
90.650223,90.809624,83.960297,39814800,84.358803
85.145851,87.392433,84.383713,22467400,85.952827
86.724937,87.272881,82.326424,22211300,84.035019
85.016335,85.937881,82.854439,21367700,83.616585
84.249214,91.531914,83.472122,30083200,91.168282
92.26915,94.545616,88.368774,33617600,90.660187
89.888077,93.80838,89.041252,23892200,92.089828
88.418587,89.39991,85.096039,41991500,85.947845
84.19442,88.418587,84.184456,36401600,85.927917
84.827049,86.884338,82.555565,33383800,83.457184
84.234268,84.672623,82.949089,17604300,84.383713
81.927917,84.433525,80.353813,24829000,82.241737
83.671379,85.096039,82.939125,24919600,83.44722
87.083588,88.274124,85.932899,30676400,87.053703
87.571762,89.678864,87.332657,13008700,89.360054
89.843246,91.133408,88.423569,21413100,90.186958
90.017593,91.158318,89.788452,15457600,90.650223
90.635277,90.909248,89.439758,15787100,89.64399
89.614105,90.4161,88.941628,12568700,89.365036
89.639008,90.19194,88.468399,11782300,89.863174
89.230545,90.012611,87.681351,12554800,87.815842
87.671387,87.771011,84.956558,13793200,85.39492
84.856934,86.515717,84.049957,15140000,84.672623
84.807121,86.426056,83.920448,15365300,86.391182
86.391182,87.11348,85.32518,8666700,85.504509
85.763535,86.266655,84.408615,9673200,84.906746
85.180725,89.076118,84.483337,22259800,89.01136
88.662674,90.007629,88.000153,23027900,89.554329
88.144615,89.908005,87.646477,17209800,87.90551
88.049965,89.912987,87.945358,14827600,89.703766
90.660187,93.87812,90.595428,19742600,92.164543
92.807137,93.589203,91.357567,11073900,91.531914
91.606636,93.076126,91.1633,7843200,92.802155
93.375008,93.947861,92.652718,7256200,93.599167
94.221832,96.289085,94.19693,12253900,95.59668
95.696304,96.41362,95.148361,8322500,96.020096
95.531921,96.398674,95.531921,5376200,96.089828
96.124702,98.744881,95.566795,11852800,98.431053
99.243011,99.566803,95.920464,15394400,96.035034
98.331429,101.439781,97.365051,31807000,100.976517
100.323959,101.086105,96.378746,27614900,96.886841
96.363808,98.082367,95.756081,16534800,96.393692
97.175758,97.584229,93.509506,20851900,93.922951
