1377000,1.35E+06,25749.75
1398000,1.37E+06,29897.125
1406000,1.38E+06,23460
1430000,1.40E+06,27519.625
1406000,1.41E+06,-6391.625
1371000,1.41E+06,-41371.5
1380000,1.38E+06,-1599.875
1413000,1.37E+06,39752.125
1409000,1.39E+06,18024.75
1426000,1.40E+06,23602.625
1431000,1.41E+06,16205.75
1448000,1.43E+06,19227.875
1445000,1.44E+06,9354.5
1430000,1.44E+06,-9482.625
1400000,1.43E+06,-34048
1398000,1.41E+06,-13534.75
1399000,1.40E+06,1781.125
1396000,1.39E+06,5755.875
1425000,1.40E+06,27981.75
1466000,1.41E+06,52530.375
1466000,1.44E+06,22701.875
1469000,1.46E+06,8513.125
1421000,1.47E+06,-44790.125
1450000,1.43E+06,15730.25
1460000,1.43E+06,27982.375
1489000,1.45E+06,37683.875
1464000,1.47E+06,-6622.875
1481000,1.48E+06,2189.875
1500000,1.48E+06,17938.875
1518000,1.49E+06,32038.375
1533000,1.50E+06,32023.75
1533000,1.51E+06,18477.375
1540000,1.52E+06,15197.375
1543000,1.53E+06,13245.75
1516000,1.54E+06,-20003.125
1502000,1.51E+06,-10368.25
1530000,1.50E+06,28541.625
1527000,1.51E+06,18648.125
1507000,1.51E+06,-6880.375
1539000,1.51E+06,25417.25
1568000,1.53E+06,42711.25
1548000,1.56E+06,-13790.375
1517000,1.56E+06,-39963.25
1517000,1.53E+06,-17100.875
1561000,1.52E+06,39806.375
1569000,1.54E+06,29690.375
1567000,1.56E+06,7659.125
1541000,1.57E+06,-24771.875
1559000,1.55E+06,7661.375
1545000,1.54E+06,1596.125
1568000,1.55E+06,18834.25
1566000,1.55E+06,12718.375
1640000,1.56E+06,80897.875
1675000,1.59E+06,83794.25
1665000,1.64E+06,23843.125
1687000,1.66E+06,23544.25
1653000,1.67E+06,-15157.5
1639000,1.65E+06,-15814.375
1612000,1.63E+06,-19528
1640000,1.60E+06,35148.5
1645000,1.61E+06,35490.5
1620000,1.64E+06,-16759.125
1587000,1.62E+06,-31623.25
1597000,1.58E+06,20951.75
1606000,1.59E+06,15887.875
1643000,1.59E+06,51828.875
1621000,1.61E+06,8156
