672.640015,675.019,-2.37860072266
669.830017,670.988,-1.15789803906
677.330017,672.411,4.91894522266
664.789978,671.99,-7.20031741016
662.320007,670.873,-8.55273469922
640.150024,666.705,-26.5554203359
657.909973,649.878,8.03149399609
658.640015,650.207,8.43255650391
675.77002,665.517,10.2534184375
670.650024,671.718,-1.06756633203
664.140015,678.993,-14.853332168
664.51001,670.732,-6.22222876953
663.150024,668.427,-5.27667277734
663.700012,667.624,-3.92425557812
662.789978,666.081,-3.29113772266
675.200012,665.98,9.22033670703
693.969971,671.997,21.9728396523
689.070007,686.752,2.31762662891
675.890015,692.501,-16.610778457
636.98999,683.889,-46.8989260156
633.789978,645.065,-11.275268582
632.650024,640.225,-7.57464641016
607.940002,631.386,-23.4456181172
607.049988,619.109,-12.059387
617.73999,618.245,-0.504822011719
617.890015,616.038,1.85211216797
581.809998,623.875,-42.0651240703
593.0,604.372,-11.372253418
570.179993,589.152,-18.9716793633
574.47998,575.651,-1.17102097656
571.77002,578.654,-6.88409376953
575.02002,567.454,7.56573533203
596.380005,578.74,17.6397095898
596.530029,594.983,1.54717987891
601.25,602.852,-1.60168457031
583.349976,602.858,-19.5083614023
635.349976,594.089,41.2604984609
587.0,616.809,-29.8088989258
574.809998,578.568,-3.75799516406
552.099976,576.337,-24.2368770273
531.070007,563.109,-32.0390628242
536.26001,542.103,-5.84289527344
502.130005,531.911,-29.780944707
488.100006,516.828,-28.7281800352
482.070007,488.114,-6.04434236523
490.480011,484.951,5.52890016016
503.820007,495.676,8.14440885547
507.079987,499.869,7.2105717168
521.099976,511.858,9.2418522207
534.099976,522.021,12.078491625
525.0,531.882,-6.88208007812
534.900024,534.813,0.086791578125
559.5,528.03,31.4702758789
552.940002,549.643,3.297423875
554.039978,553.06,0.979858371094
555.150024,546.159,8.99133259375
555.22998,552.784,2.44610548828
552.52002,557.693,-5.17309523437
579.039978,557.204,21.8355712617
580.210022,567.697,12.5133667266
577.48999,580.565,-3.07525658203
575.140015,578.881,-3.74102748047
562.799988,578.414,-15.6144407109
560.26001,567.256,-6.995849375
559.469971,561.931,-2.46075409766
558.929993,558.319,0.610840167969
569.609985,561.066,8.54351771484
573.369995,568.661,4.70867908203
577.02002,571.716,5.30450486328
574.27002,575.475,-1.20489455078
559.440002,577.525,-18.0847782734
552.080017,565.309,-13.2294312422
553.97998,556.07,-2.08960007813
560.47998,550.128,10.3521113477
569.630005,554.319,15.3107911328
582.950012,566.317,16.6331174688
579.869995,576.0,3.86956775391
593.859985,582.819,11.0407711328
598.690002,587.528,11.1620478984
593.640015,599.271,-5.63134730469
598.5,598.434,0.065673828125
593.190002,595.446,-2.25640913281
586.140015,596.736,-10.595519668
602.080017,590.704,11.3761595781
591.429993,595.7,-4.26959196094
594.599976,595.989,-1.3892818125
595.929993,595.647,0.283142414062
603.169983,599.708,3.46160897656
614.820007,601.325,13.4950558281
620.75,612.048,8.7021484375
625.890015,620.275,5.61468541016
635.349976,624.859,10.4912113516
627.900024,631.66,-3.76013225
632.98999,632.045,0.945251230469
631.0,632.206,-1.20599365234
620.5,633.91,-13.4102783203
626.200012,622.301,3.89855936328
616.880005,622.866,-5.98632800781
606.570007,623.275,-16.7050174141
602.0,611.064,-9.06353759766
659.590027,611.974,47.6163331523
683.849976,663.035,20.8148807852
671.320007,676.92,-5.60003694531
670.900024,678.286,-7.38629191797
659.090027,669.818,-10.7276609883
673.950012,667.926,6.02429178516
679.75,667.052,12.698425293
703.070007,679.297,23.7725826836
713.22998,699.298,13.9315180859
717.929993,709.986,7.94403108594
709.919983,718.306,-8.38647451953
710.659973,714.1,-3.43994155078
695.27002,709.288,-14.0180659375
697.450012,704.903,-7.45343038281
698.52002,696.74,1.77990769531
702.799988,697.207,5.59295675
